document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
22,The randomization aspect that was involved within the experimental design would be the various kit numbers that the students were able to choose from for the experiment. This works to have provided randomization and in terms of which participants worked with which kit.,0.06860027914401706,0.009423576377441345,0.11654934625218526,0.02980511183952626,0.04952055533079943,0.00833944707060997,0.020735108569822542,0.024091611193461718,0.03552684473706363,0.026568706550852524
23,Randomization was used with the different structures so we wouldn't have the sme answer every time.,8.18230743996022e-308,2.018829190092468e-308,7.130336858090284e-308,8.955866157515472e-308,1.0236343996752582e-307,1.53336940500228e-308,8.252535742651102e-308,2.600408237191762e-308,2.8681556148637037e-308,1.0
24,Control group was present in the experiment because the 3D charts were picked by the participants and also the participants were from a Stats class. But also the there was a randomization of 2D charts and 3D charts included in the experiment.,0.49316169135912036,0.055422612903284596,0.07292297697600922,0.029022438842187376,0.03612022589698681,0.06821324752351324,0.02567472531196469,0.026218712479145145,0.04217634851657999,0.030427084893863046
25,One element of experimental design that was present in the experiment was randomization because each participant in the study was randomly given a kit that was different from the other participants. The way in which the study was carried out was through randomization.,1.3198364451920754e-307,1.8630891016081947e-308,1.0,4.888581235327631e-308,5.587573728074239e-308,1.7174136542820304e-308,3.0735580638780936e-308,3.630922680463289e-308,1.1124588296218303e-307,4.161411299348175e-308
26,"Since the experiment was limited to only stat 218 students, it was a limited group of people. So the experiment was not a random group or control group as we were the only ones asked. The ""control group"" in my opinion would be the actual measured ratios and height comparisons.  However, I think random assignment was a part of the experiment as we were able to grab a test kit bag which were different and not assigned. As well, I believe taking the experiment online allowed for more randomization.",1.0,1.3118641081941535e-308,5.207329466485324e-308,1.5899736508492527e-308,1.895519862164105e-308,1.352330245897036e-308,1.4582013221417246e-308,2.415670906466008e-308,3.1112856471098466e-308,1.5487234708068676e-308
27,Random assignment was used in the experiment because when we entered the room we had to choose a bag full of figures for the study. The bags had different codes and graphs representing different experimental groups. I do not think there was a control group because the different bags were all experimental groups. The manipulation in the experiment was just the comparison of 2D and 3D graphs using different figures.,0.30447313981101043,0.06401551438274722,0.09655578317454969,0.03984689689829391,0.050573383522110334,0.057340620188362265,0.034091045655074696,0.03322281543626246,0.05457575779120862,0.04260045675105471
28,"I think the sample group was random, a class from a college is going to have a lot of different types of people from age to place they are from which would change the outcome of the experiment. I think this is designed in the experiment because it gives a variety of answers in the experiment.",1.0,1.5230414955411034e-308,9.49233827058255e-308,2.5005416260979408e-308,2.8307138211815364e-308,1.3948342874937633e-308,2.0994739755933806e-308,5.289871423432307e-308,4.541588842334867e-308,2.370601954225509e-308
29,It was randomization. The control group were the professors and I think that they wanted to see the difference,0.4775220619589945,0.014169585268434717,0.0750877678356472,0.020012883706525004,0.023135546197072615,0.013871182178816145,0.016317272420750813,0.030042424237591684,0.055344096066440765,0.018851663605511597
30,"I believe this experiment was randomized because everyone in the experiment got to choose a different bag full of shapes to compare, meaning each participant in the study had an equal chance of being assigned any shapes to compare. I also believe there was a control group in this experiment because there were many different variables in this experiment such as age, school, class, etc. All the participants in this study are currently taking the class Stats 218, and all of the participants are college students attending the same university.",0.15826932427984658,0.0181085437640214,0.19017597114528417,0.03927652811187345,0.0752567237521207,0.015699000746475723,0.037272978730716895,0.05344585296034488,0.05482735063863963,0.04155684543601006
31,The randomization was what bag the students picked upon arrival. This was present so that students couldn't share answers and skew the data.,0.08055824127180213,0.012073192599110716,0.10216437114463357,0.0408042220533677,0.0677124230272958,0.010089566084537987,0.039442803517697,0.037841764719613036,0.027324471499864285,0.04515760237055088
32,This study is randomized because multiple different students in a Stats class. All different backgrounds and multiple different majors.,0.11532747316972738,0.01039591245294518,0.42160085948521253,0.024184058902424897,0.029074235338477677,0.00922300275948651,0.020573406170322016,0.10703677377464649,0.034125503155555036,0.023527313733188487
33,I think the control group in this study were the students because everyone had to participate and it was not really randomized because it was specifically meant for Stat 218 students.,1.0,1.2235086200046706e-308,4.669666553039092e-308,1.4771434113010933e-308,1.7188096675537695e-308,1.2703469381124957e-308,1.352715078575967e-308,2.2614246566712614e-308,2.7260272666606057e-308,1.431608937923393e-308
34,I imagine there is a control group-- maybe a computer program-- that has the exact numbers. The bag of graphs each participant received was also randomized.,0.10932872631939966,0.09583644993411608,0.03831307064738359,0.018112390007595205,0.020393740198995383,0.05539204709597343,0.01595299768690248,0.014636405158923243,0.02038638034770619,0.019614873889043195
35,"Use of a control group, those were the students who took it in person.",1.0,1.267165317894681e-308,4.736800402168144e-308,1.509355077889002e-308,1.7060744522634286e-308,1.3050587656887415e-308,1.3255606866583537e-308,2.215614069966203e-308,2.898814424799915e-308,1.446786798085089e-308
36,"Each student was given the same baggie of graphs, and asked the same questions I assume. We all performed this in the same room. Randomization could be that students performed this during different times of the day",0.2158473487548027,0.3251145125936048,0.09122640078785672,0.046388183306252634,0.051695951102739855,0.08524837698208673,0.04088059534309671,0.034826761347783494,0.047002965677831444,0.052514823126795236
37,"All the different groups of graphs/bars were randomly assigned to students.

I'm sure there was a consistent bar/graph (control) present in all the bags/groups, to gauge how students all interpreted the same bars/graphs after viewing varying ones.

An element of experimental design would be having the bars/graphs digitalized and 3D printed. The 3D printed ones were neat as they made the experiment more ""real.""",0.13750943693227458,0.05303131846375009,0.04547922887142221,0.020422281600866562,0.025529907876360874,0.04692540334253588,0.01868730472344769,0.016871117685641746,0.024340396050595507,0.02303936333704829
38,"The group of students themselves were randomization, lots of students from lots of different majors take statistics, so it's a good representation of the campus's population. The control group was likely that the Ziploc bags of graphs/graphing program we used had all the same graphs for every student doing the testing, so they could have something to compare against everyone who took the experiment.",0.3548949895215388,0.04315417157260605,0.09222441584153963,0.0348832535583813,0.04327604692312267,0.04230505053603582,0.030280397497394546,0.03502953044877585,0.05628944624769095,0.0351755498576667
39,"Randomization because everyone was given a set of questions and different order of graphs because no one had the same order, you got to choose for a certain part of the experiment.",0.16646591977702352,0.45890882783298387,0.07641747651923873,0.04027819786115675,0.04205994528603161,0.07024708815624842,0.03367068700400203,0.028595527926463846,0.03933692677538053,0.044019402861470554
40,"I believe that this experiment utilized randomization. Granted the only participants were the Stats218 students, but majority of those students come from different backgrounds and even many different ages.",1.0,1.5157291033351445e-308,1.0914593541719696e-307,2.703145890686074e-308,3.02070734476954e-308,1.3788250193402923e-308,2.193632625016975e-308,6.376451011180442e-308,4.923574083005349e-308,2.5302496486520964e-308
41,well since it was only stat 218 students that seems more like a controlled group because only those groups participated in the experiment,1.0,1.194367449412259e-308,4.349897224098254e-308,1.406167302996425e-308,1.6211156398309793e-308,1.2507168737072493e-308,1.2794892106810816e-308,2.083079848029986e-308,2.5777368631005505e-308,1.3610466870880014e-308
42,randomization was used when picking out the real life blocks from the bag because there was no way in telling what block a person would pick and when they would pick it from the bag.,0.06568715608627683,0.01481296376207192,0.05548878920187022,0.0488380905678436,0.07914304118296527,0.011788136837861531,0.2028012353249222,0.02209467767972627,0.02148002848167136,0.14645641160588058
43,I think its a random sample because there are many different age groups in the stats classes and they didnt pick it based on anything else.,1.2193980608053237e-307,1.2211893943084775e-308,1.1670290509215906e-307,2.7083268604877565e-308,2.87042778336148e-308,1.063083050778621e-308,2.427824036458757e-308,1.0,2.950638139471068e-308,2.657571928745184e-308
44,The experiment was not fully random because it only surveyed students who were in the statistics class. This was not a random survey throughout the whole campus on UNL.,1.3728479838442237e-307,1.2720171102016687e-308,1.6257279781329107e-307,2.8913917374799213e-308,3.219860057895986e-308,1.1125325822097016e-308,2.547583613950827e-308,1.0,3.3802275844688674e-308,2.834637171301219e-308
45,"I am not sure it is very random, as it was just all the statistics students, although it is a specific group.",1.14492265676313e-307,1.220385615694643e-308,1.1062259041561155e-307,2.773889964261135e-308,2.9294321218278554e-308,1.0560809372480207e-308,2.5282279728245e-308,1.0,2.865158568599455e-308,2.748360639107399e-308
46,"I did not note a control group at the time of the experiment - it appeared to be all randomization. At first, the experiment called for the user to pick which column appeared larger/smaller than the other and gave two choices. The second half of the experiment called for the user to guess a percentage of how much taller one block was than the other and provided a sliding scale. This would provide more specifics with data.",1.0,1.8485524759368637e-308,6.071197636591581e-308,1.9605770363072666e-308,2.5060654168173646e-308,2.0096133820783026e-308,1.7711983803319513e-308,2.402330148285132e-308,4.1054422951721387e-308,1.947238032752988e-308
47,random selection of the different kits was there. i also think there was a good sample diversity as a bunch of diff uni students participated.,7.923022965371551e-308,1.6966065300278564e-308,8.179238880977355e-308,1.0,5.295173675200009e-308,1.343530881053047e-308,4.708906511590773e-308,2.836720129065208e-308,3.0505458652513525e-308,1.4321770902753446e-307
48,"Randomization is present in the random assignment of the bags of bar graph models and switching between computer and in-person models. I'm not sure if all students observed the same visuals on the computer, but if everyone did, that would be a control.",0.2123742040654214,0.3200251135698016,0.0920871507353308,0.0476175737947068,0.05322597339187411,0.08510965127536002,0.042808457706813775,0.03559912816618952,0.04698945941775822,0.05490920689959405
49,It was very randomized because there were multiple bags of 3D models and multiple randomly selected people that we're experimented on.,0.07756146007803992,0.017164834533628576,0.07072945073568443,0.04591780116253942,0.06501448466144927,0.012688247241897342,0.0379466165005902,0.022853294787563025,0.028035862331609793,0.06515662952451673
50,"I feel like the use of randomization was not used in this cause because all those that took part in the experiment were students in a stats class, and therefore there couldn't be complete randomization. There was some randomization based on participants randomly being given the kit they were supposed to use, but otherwise it seems as though randomization may not have explicitly been use for this experiment. I feel as though the use of a control group is much more likely since it was controlled as to who was experimented on and what they used to experiment.",0.14371250158405027,0.016439207644477954,0.21648144962726965,0.04039034055543559,0.06787221187362484,0.014159204838522345,0.03383661132516407,0.05574274184905957,0.05408576456595621,0.041169085701772995
51,"I'm assuming that there were different model kits therefore increasing data samples and randomization

 

the control group would be the actual size difference between the data",0.5227159146954625,0.025165196775860987,0.09461228967789342,0.02874544193569436,0.03697455248493821,0.026539655073598144,0.02492143494876803,0.034552371840511124,0.07091797983601844,0.02817548613151681
52,I think that randomization was used and that everybody may have been given a separate set of blocks to look at and a control group may have been used also where it didn't mater what the height of the blocks were.,9.47095966577019e-308,1.87309935383039e-308,8.525284261823635e-308,5.269457165656101e-308,1.0,1.571709035762266e-308,5.859016177182486e-308,2.804053383439363e-308,3.4603918347098574e-308,9.528289694222213e-308
53,I think randomization was in use for the experiment. This will help with ensuring that decisions made by the subject are not biased.,0.16884657595337982,0.022789866349123684,0.2240292243693426,0.06622173461148359,0.051327828409522436,0.019026888639697422,0.03402766371526027,0.048069462267095325,0.08649817655326937,0.0547597605691511
54,The people used in the experiment were all in a stats class which would be probably be convenience sampling because for it to be completely random you wouldn't assign students to do the experiment as a requirement.,0.13427254858939763,0.013150601946251205,0.13722011269696344,0.030381672969817346,0.03261285449440126,0.011395369900972759,0.02664915883661187,0.43396844416451075,0.03288414984068352,0.029783741070209594
55,"I don't think that there was a control group because there was constant change, however I would say that randomization would definitely be apart of this experiment because the subjects were assigned to different 3D graphs.",0.4360764745108056,0.05137267112470765,0.08274023534344774,0.03253017595677702,0.041210659460345064,0.05516657032773081,0.028379935655470562,0.029374133283413362,0.0484466507047313,0.03401369834084633
56,"Elements of experimental design were present in that we were randomly assigned a different packet to use for our experiment. As well we were not told why we were doing it or what results they are looking for, just for us to participate so that they can track the data. This way the data is authentic and not skewed.",1.4074048204860302e-307,1.984061168295312e-308,1.0,5.203918915588456e-308,5.535831866474923e-308,1.7426397802207216e-308,3.103884665456839e-308,3.8447144512938486e-308,1.1103198777313643e-307,4.538962996302167e-308
57,The randomization here was what bad you were given in the experiment. Everyone was given a bag and some people got the same bag as others but not many so in this experiment mostly everyones answers were different. This is why its a good control group experiment that would provide some good results for this experiment. So yes I think there was good randomization.,0.10358651601020283,0.016875594691191483,0.10594966464231848,0.04961889379594909,0.11951337196987447,0.014102513586623837,0.07812613189058677,0.04316859294865098,0.033068225263454785,0.06214482571042221
58,"There was randomness because everyone got a different kit, I'm not sure what else was involved",7.782966686615956e-308,1.7127885473499027e-308,7.764807018538451e-308,1.0,5.461395849253732e-308,1.340496153107315e-308,5.18196469644379e-308,2.7765368481831165e-308,2.919292275576971e-308,1.8405286196880704e-307
59,There were different bags with different observational units. Then at the end it gave us a code to put us into a group. He did this to see what percentage of the class was in what category of reading.,0.13991997730999328,0.0473826993596774,0.04692986309374488,0.020793999952832185,0.026675642062362812,0.04468815568022324,0.01928051509613571,0.017408654087584956,0.025144940853564918,0.023611311387823925
60,"Randomization was used, because the 3D model kit that was used by each student was random. A control group was most likely used. The control group might consist of students that completed the experiment using only 3D models or only pictures.",0.1568509985382607,0.039875907570595205,0.09707257562529512,0.04195508413894858,0.05635548856450175,0.030912956392753384,0.03242779981827428,0.027985777276544922,0.05057789620767676,0.04610281670207941
61,"The control group wasn't exactly randomized because people who feel less confident about their answers are more likely to not release them.

Everyone in 218 does the experiment so that in itself is randomized.",0.12156269981894388,0.010923535584830718,0.1327161663008939,0.022827590375220436,0.031087030389082115,0.009458674549865136,0.01951278847889341,0.04110622376545505,0.037518519327663806,0.02277886540987704
62,Random students participated in the experiment. The bars were randomly generated.,0.21844884248760277,0.12296725169348088,0.08067072687961008,0.03769377262663915,0.04583756900303112,0.10256964306107424,0.03506297343830282,0.030538391687038497,0.0423756112218396,0.0430550944081229
63,"I think the control group was the blocks because everyone examined the same blocks, but also had different results. I think this was present because the goal was to figure out how people examine the same blocks",1.0,1.8415726931136115e-308,6.039080340360447e-308,1.9517241546636067e-308,2.4885035829325177e-308,2.0040932147531025e-308,1.7622071437147784e-308,2.394483847741542e-308,4.085943172346644e-308,1.936165176244464e-308
64,I think one of the graphs had to be a control. I remember there being a little quiz or something before starting the experiment so maybe that was to test us for the control group. A control group is set to 'standard' conditions to draw comparisons from once the experiment is over.,0.09797180970614297,0.11759558856260201,0.033904312240354395,0.01585168130757442,0.01770653197285507,0.06287617639888758,0.013960689303016863,0.012993494098044713,0.018164915019202494,0.0169418826773579
65,"- convenience sampling- the participants were students in a stats class. 

* I don't believe there was a control as far as I know

* randomization from the bag of graphs that were given.

* I would need to know more about the experiment to give you anything else.",0.352201574954379,0.042175294956066485,0.09354143702238396,0.034940169335596134,0.044312647302642505,0.04177759267779854,0.030318330600198905,0.034803895508918506,0.0581000937914647,0.03534181585530335
66,the researcher may have only targeted specific groups/classes,1.0,1.2368249509053136e-308,4.550296059818866e-308,1.470661892455735e-308,1.647472549437517e-308,1.274330469086226e-308,1.291511878384769e-308,2.1662862316093425e-308,2.7475380049961183e-308,1.407444967373348e-308
67,I think the use of control group because these were all comparing different groups.,0.7084040633616615,0.020925650485433708,0.0739395306234033,0.023890840763534454,0.027242585199114742,0.02186339432744317,0.021091274020978414,0.03344575399806222,0.0461617034380076,0.02303520378236076
68,"To prevent differing answers, the creators opted for a constant variable, the graphics.",0.19432076811676627,0.05833826900828003,0.051570153172087935,0.021525991241227935,0.025826216673328274,0.08662085231298783,0.019013207748181386,0.018600341646515892,0.028894236083539703,0.022736663073768988
69,I think randomization was used in this because each person was randomly given a set of charts to interpret.,0.20155710529161547,0.2790061895460297,0.08700086304038623,0.04418207914341654,0.049764218766488295,0.09430735429974645,0.03945088581269473,0.032916822426627294,0.04472178729505557,0.05051231045462392
70,"For this experiment, I definitely think randomization was a part of the experimental design. I say this because the bags of materials were handed out randomly when they became available to use. Additionally, on the same page, I believe this experiment also included only experimental groups. I say this because, as a result of the randomization, everyone received different bags and no one was specifically grouped into using certain things.",0.1022349880931059,0.01676097640443294,0.1034416631345585,0.049046355762508605,0.12479477058928015,0.014015514049335084,0.07858083459231638,0.04196821571729965,0.03268851916157208,0.06262249300486566
71,The randomness of what graph you pull out of the bag and the mix of questions we were administered. I am not sure how a control group would have been used in this experiment.,0.3638691942983716,0.03956722196272354,0.09099741997181933,0.03365396119700543,0.04446970955987775,0.03989331640773043,0.030101796134439546,0.034184193637823,0.05601302646137604,0.03476301237358539
72,"I think the graphs you receive, and the order they are presented to you in, are randomized. I don't know what the control group would have been in this experiment.",0.5791310567390191,0.05914753273778747,0.07118073673303138,0.029687249565669555,0.03613768904051671,0.06041903483292195,0.02622402326820129,0.026593844200924376,0.04021978527522716,0.031309173735570205
73,"I believe that convenience sampling was used because they are experimenting with a statistics class, so they may be more predisposed to graphic interpretations than a random person. I also believe randomization was used because each class had a different set of 3D models.",0.19287274288769873,0.07154953732833169,0.09460143954798772,0.04437441340500925,0.05507996921462293,0.04760481178649328,0.03667416329060562,0.03124450604875525,0.049576907717351765,0.05038327200748711
74,"I think randomization was part of this experiment's design. This was done to rid of possible confounding variables like gender. A control group may have been part of the experiment's design, but I am not sure what that group's ""non-treatment"" would have been. A control group, if it was part of the design, would provide a baseline for the experimental group(s).",0.431829975325865,0.019686346490415823,0.11564472039553132,0.02865685180708078,0.03674858921682378,0.018639565699098488,0.023430988286404834,0.03687053634507805,0.09339268113544638,0.027707650561072154
75,I think principles of sample size were considered in this experiment. This experiment is using a large number of STATS 218 students.,1.0,1.5216551138959215e-308,1.0341317704361246e-307,2.6063528793000125e-308,2.905069301470668e-308,1.407955275121453e-308,2.0902499844281214e-308,5.394896211448858e-308,5.335648472942209e-308,2.4205051517264295e-308
76,Randomized photos could have been used from a database when looking at the study because they wanted a larger spread among different age groups. Replication was used among the student pulling from this same data base. Controlled variables were the in person models being the same in each bag,0.14709483146160943,0.019217639795353517,0.16460329480800623,0.04329449091662655,0.10169794688217636,0.016523520717363068,0.04230169786958935,0.04765301013185777,0.05310299216284392,0.04839969481990731
77,The control group was that the bigger graph piece was always at 100. I think this is the control because it stayed the same each time and with every changes in the graphs we observed.,1.0,3.2768806466111817e-308,4.56633307697263e-308,1.8321195581236964e-308,2.248698394149138e-308,3.6585259931970886e-308,1.6219814341575594e-308,1.7110988207245423e-308,2.657373927890992e-308,1.9014324930829436e-308
78,"Not randomization - if randomization were used, kits would be randomly assigned rather than picked. I don't know if a control group was used, because this study could have been on statistics students vs students not in a statistics class.",0.14101552739571244,0.01586527086490932,0.22649067968835837,0.038462381403108974,0.06535625311982377,0.013728275082232904,0.033736806816886754,0.058748863215801646,0.05084822486811487,0.03963683711038436
79,"A control group was used, because results were only taken from individuals 19 and older, as well as participating in Stat218. Gender was also taken into account, and will most likely be divided into categories based on these things.",1.0,1.2166808783720216e-308,4.385171432822723e-308,1.4304508686913276e-308,1.608691083599167e-308,1.283282030886843e-308,1.256536060158325e-308,2.038385116254744e-308,2.720259763941602e-308,1.368832140739665e-308
80,design was used to target specific stats students they maybe the control was the ones in person because i would think they were testing about the online graphics,0.36267520616461113,0.027965677359605614,0.06274730306683883,0.022164440181582326,0.028160796645334215,0.03285902345515746,0.018814300389145274,0.02076706240699789,0.03936318379289435,0.022233708381988095
81,The randomization of the students in STATS 141 and the control group could be the actual answer.,1.0,1.4869863056634637e-308,1.1440553755373126e-307,2.744622419745872e-308,3.065950579379131e-308,1.3527659991496327e-308,2.2238803703784757e-308,7.161556730101e-308,4.877396158269957e-308,2.5655068797596946e-308
82,The fact that we were all around the same demographic. Maybe people all got the same materials to work with.,0.07746556629944792,0.01815771358742127,0.0708449820545495,0.051223057300870664,0.05641907848097805,0.01320647159392613,0.03606220286841834,0.022426646786057658,0.02882863771035321,0.06843432487549597
83,"The randomization aspect could be seen in the random kit each participant used. The different kits could have different difficulties of models to assess, which when given out randomly, might show results related to the accuracy of that participant's responses. A possible control group present could be participants that have no prior experience with statistics. This would provide a benchmark to compare active statistics students with. The only evidence of this study being an experimental study is the assignment of the model kits. Besides there being different kits used by participants, there was no manipulation by the researchers as for what was done on the survey.",1.556686444131587e-307,1.460723299853667e-308,1.0,3.265326704929116e-308,4.39259982394826e-308,1.2895069241918183e-308,2.876835642264393e-308,8.915734950804027e-308,4.785204590235236e-308,3.253558436551236e-308
84,I think that the elements are a controlled group because they are given to us and not randomized.,1.0,1.77776813977622e-308,7.029492442823847e-308,2.1007089955258073e-308,2.6490508145426897e-308,1.8498098511106104e-308,1.874281390389285e-308,2.7815874905427195e-308,4.863430450245627e-308,2.0606344866330655e-308
85,"I think that the elements of the experiment are a controlled group because they are given to us and we are just judging them based of looks, but they are not randomized and are set out in a controlled manner.",0.6126366460704078,0.022028698682211086,0.094588796256644,0.027146980669116593,0.034231192824019596,0.02232756228338932,0.023705477791392076,0.03595948295080196,0.06814306645501915,0.026531946137929772
86,I think that it is randomly assigned because we were given random bags.,6.751236570408661e-308,1.4619885644195625e-308,5.638888250553691e-308,4.4178748013487007e-308,5.447018619693071e-308,1.169720897565677e-308,1.0,2.5302295173095835e-308,2.10450848092123e-308,7.228225432844753e-308
