Document,Topic,Name,Representation,KeyBERT,MMR,POS,Representative_Docs,Top_n_words,Probability,Representative_document
"The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting  my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,0.2235319139180301,True
"From the beginning of participating in this experiment, I have two different perceptions on the experiment. After reading the abstract and watching the video, this experiement and what the experiement sees made us do, makes more sense and …",1,1_experimental_statistical_design_component,"['experimental', 'statistical', 'design', 'component', 'focused', 'reflecting', 'experiment', 'understanding', 'experiement', 'process']","['study design', 'understanding experiment', 'purpose experiment', 'perceptions experiment', 'participating experiment', 'participation experiment', 'experiments', 'experiment design', 'experiment focused', 'experimental process']","['reflecting', 'experiment', 'experiment focused', 'participating experiment', 'experimental process', 'research question', 'experiments', 'component experiment', 'methodology', 'purpose experiment']","['experimental', 'statistical', 'design', 'component', 'experiment', 'understanding', 'experiement', 'research', 'process', 'question']","['Every element presented a distinct level of clarity. Participating provided a hands-on knowledge of the methodology of the study, therefore orienting the research issue. The post-study comments promoted critical analysis of the design and results. Technical components including the hypothesis, techniques, and statistical analysis dominated the extended abstract. On the other hand, the presentation condensed and emphasized the main points of view by means of images and summaries, so facilitating clear and convincing communication of results.', 'In the post-study reflection, I had the opportunity to reflect on my learning process, identify strengths and weaknesses in my understanding of the material, and consider how the project contributed to my overall knowledge and skills development. This component encouraged critical thinking, fostering a deeper understanding of the experiment topic. The extended abstract provided a concise summary of the project, including background information, research questions, methodology, findings, and conclusions. This component served as a comprehensive written record of the experiments key elements, making it accessible for review and dissemination to a wider audience.', 'The information I gained from each part of this project complemented each other and deepened my understanding of the experimental process in different ways. Participating in it gave me hands-on experience and realized that making judgments based on visual data is not an easy task. Reflecting after the study helped me clarify the decisions made in the experiment and start to think critically about sources of error and variable control. Reading the extended abstract allowed me to clarify the research objectives, hypotheses, and statistical design, which led to a broader understanding of the principles behind the experiment. Finally, the report tied all the elements together by presenting the results of the analysis and explaining the meaning of the findings in the context of psychological and statistical theory.']",experimental - statistical - design - component - focused - reflecting - experiment - understanding - experiement - process,0.14562327264701008,False
The experiment was more hands on and I didn't really know why I was doing the experiment and what knowledge I was gaining. After watching the presentation and reading the abstract I understood what I was doing and what my participation was helping. The abstract describes what experiment we were trying to conduct while the presentation gave us more inside details on the experiment.,8,8_kits_different kits_like_confusing,"['kits', 'different kits', 'like', 'confusing', 'conduct', 'people went', 'wrong participation', 'cause like', 'knowledge gaining', 'know doing']","['presentation gave', 'insight presentation', 'conduct presentation', 'learned presentation', 'presentation reading', 'presentation did', 'information presentation', 'experiment knowledge', 'presentation formated', 'describes experiment']","['different kits', 'cause like', 'knowledge gaining', 'kits helps', 'conduct presentation', 'inclusion', 'helping abstract', 'gave inside', 'experiment knowledge', 'experiment hands']","['kits', 'different kits', 'confusing', 'different insight', 'inclusion', 'object', 'different ratios', 'different', 'wrong', 'insight']","[""The experiment was more hands on and I didn't really know why I was doing the experiment and what knowledge I was gaining. After watching the presentation and reading the abstract I understood what I was doing and what my participation was helping. The abstract describes what experiment we were trying to conduct while the presentation gave us more inside details on the experiment."", 'They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the object within my hands and i was able to feel it.', 'They all basically just offered different insight, with the presentation, I was able to learn more about the results and where people went wrong. My participation was different just cause I like actually holding the object within my hands and i was able to feel it.']",kits - different kits - like - confusing - conduct - people went - wrong participation - cause like - knowledge gaining - know doing,1.0,True
"From participating and doing the post-study reflection, we were able to understand the experimental design a little better and see how data points are collected. From the extended abstract and presentation, we could see the technical details of analysis and graph design, and see how real studies function a little better.",2,2_study reflection_post study_post_reflection,"['study reflection', 'post study', 'post', 'reflection', 'participant', 'extended abstract', 'extended', 'design', 'conclusion', 'study']","['study design', 'participant study', 'study implications', 'post study', 'abstract presentation', 'experiment participation', 'abstract participation', 'study reflection', 'abstract gave', 'study extended']","['study reflection', 'post study', 'extended abstract', 'conclusion', 'abstract', 'abstract presentation', 'experiment', 'abstract participation', 'participant study', 'study design']","['study reflection', 'post', 'reflection', 'participant', 'extended abstract', 'extended', 'design', 'conclusion', 'study', 'test']","['The participation piece came first so I did not fully understand the goal of this study and what exactly I was supposed to be doing. This was the hands on piece where I got to participate in it. The post experiment reflection related more towards what we are learning in class and if we can identify the components of the experiment. the extended abstract and presentation both gave an overall on the experiment. the abstract is a more formal way of presenting the experiment, the intro, abstract, methods, study design, etc while I feel like the presentation took a deeper dive into how they created the bar graphs and recreated the previous experiment from Cleveland and McGill.', 'As a participant in the study, I has gained firsthand experience of the research process, seeing how data was collected and how the experiment was structured. During the post-study reflection portion, I thought critically about the study design, its goals, and the conclusions, as well as developing a hypothesis on what this project could have been aiming towards figuring out. During the extended abstract portion, I was able to get an even better view of the research process, and what plans were made to reach a conclusion, and while watching this presentation, it was a chance for me\xa0 to see a researcher communicate findings and insights to in the study, making the results even more accessible and engaging. Each component offered a different perspective on the study, and each component offered a different perspective on the study.', 'The information gained from the active participation:\n\nWas difficult to comprehend while it was happening. I would currently say the results are still cloudy, but seem to be gradually improving. Through the extended abstract, I would hypothesize that\n\nThe information gained from post study reflection:\n\nThe one thing that is quantifiable from this test is how much stress a human being can take at one time. I can attest in terms of numbers in blood pressure and counted time put into the experiment. I would currently say that I feel like things are about to turn around 360 degrees. In terms of my grade percentages through this statistical experiment.\n\nInformation gained from extended abstract:\n\nMore questions for the experimenter than information gained for my own memory.']",study reflection - post study - post - reflection - participant - extended abstract - extended - design - conclusion - study,0.2124998299087788,False
"The information I learned in the abstracts was the most helpful to me, because it made the most sense and provided good examples of what was happening. The other sources were helpful, but they did not help me understand what the point of the experiment was as much.",-1,-1_learned_did_lot_better,"['learned', 'did', 'lot', 'better', 'information learned', 'understand', 'learn', 'experiment learned', 'just', 'able']","['experiment presentation', 'study reflection', 'post study', 'presentation information', 'learned study', 'experiment learned', 'did experiment', 'experiment did', 'experiment', 'participation']","['learned', 'information learned', 'learn', 'experiment learned', 'post study', 'understanding', 'study did', 'study', 'reflection', 'presentation information']","['lot', 'better', 'able', 'information', 'experiment', 'certain', 'purpose', 'good', 'step', 'understanding']","['I feel at every step I gained a little more information and had a better understanding of the experiment then I did in the step before. Participation- I really didn\'t understand what the purpose was of it but just answering the ""questions"". Post-Study- It made me start to think about what the purpose was, the different variables, and etc. Extended Abstract- Gave me tons of new information and I truly understood what exactly they were trying to find out. Presentation- Expanded more on what the abstract had already said.', ""Throughout this process, I gained different information through completing each step. In the experiment, I felt a little lost in what the experiment was aiming to find out. Through the reflection, I was able to consider my own feelings on the experiment and reflect on the information presented. Then, the abstract gave me a lot more context into the parts of the experiment I didn't understand, like the purpose, methods, and just the workings of the experiment as a whole. The presentation gave a deeper look into the concept of 3D graphs, the design of the experiment, and the results."", 'The information I gained from this project varied throughout each component. During the particpation level, I just learned the very basics of the experiement, and what I would be doing to participate in it, it was just very ""baseline"" information. It told me the basics of the experiment, and I was able to connect the infromation, experiment style, and how it related to what we learned about experiments. I was able to transfer this information I learned in the particpation component into the post-study reflection. In this component I was able to dive deeper into what we learned in class so far, and directly relate it to what I learned in the experiement. I did not learn much more about the experiment in this part but I did get to review the information. In the extended abstract I learned so much more information about the experiment, the ""why"" and ""what"". I learned what they plan on doing with the results, and how much further they plan to go with the experiment. I also learned why they chose certain graphs. This part told us so much more than just the basic outline of the experiment. The presentation allowed us to hear directly from the experimenter, and learn more about their interests in the experiments and explanations as to why certain methods were chosen.']",learned - did - lot - better - information learned - understand - learn - experiment learned - just - able,0.38701412292687776,False
The information I gained from the multiple sources differed by the amount of information I got and visual representation of the experiment. In the presentation there was a lot more insight into how the graphs were used and it made my understanding easier.,-1,-1_learned_did_lot_better,"['learned', 'did', 'lot', 'better', 'information learned', 'understand', 'learn', 'experiment learned', 'just', 'able']","['experiment presentation', 'study reflection', 'post study', 'presentation information', 'learned study', 'experiment learned', 'did experiment', 'experiment did', 'experiment', 'participation']","['learned', 'information learned', 'learn', 'experiment learned', 'post study', 'understanding', 'study did', 'study', 'reflection', 'presentation information']","['lot', 'better', 'able', 'information', 'experiment', 'certain', 'purpose', 'good', 'step', 'understanding']","['I feel at every step I gained a little more information and had a better understanding of the experiment then I did in the step before. Participation- I really didn\'t understand what the purpose was of it but just answering the ""questions"". Post-Study- It made me start to think about what the purpose was, the different variables, and etc. Extended Abstract- Gave me tons of new information and I truly understood what exactly they were trying to find out. Presentation- Expanded more on what the abstract had already said.', ""Throughout this process, I gained different information through completing each step. In the experiment, I felt a little lost in what the experiment was aiming to find out. Through the reflection, I was able to consider my own feelings on the experiment and reflect on the information presented. Then, the abstract gave me a lot more context into the parts of the experiment I didn't understand, like the purpose, methods, and just the workings of the experiment as a whole. The presentation gave a deeper look into the concept of 3D graphs, the design of the experiment, and the results."", 'The information I gained from this project varied throughout each component. During the particpation level, I just learned the very basics of the experiement, and what I would be doing to participate in it, it was just very ""baseline"" information. It told me the basics of the experiment, and I was able to connect the infromation, experiment style, and how it related to what we learned about experiments. I was able to transfer this information I learned in the particpation component into the post-study reflection. In this component I was able to dive deeper into what we learned in class so far, and directly relate it to what I learned in the experiement. I did not learn much more about the experiment in this part but I did get to review the information. In the extended abstract I learned so much more information about the experiment, the ""why"" and ""what"". I learned what they plan on doing with the results, and how much further they plan to go with the experiment. I also learned why they chose certain graphs. This part told us so much more than just the basic outline of the experiment. The presentation allowed us to hear directly from the experimenter, and learn more about their interests in the experiments and explanations as to why certain methods were chosen.']",learned - did - lot - better - information learned - understand - learn - experiment learned - just - able,0.4301263218485546,False
"I gained more information from the components that more thoroughly explained the experiment. Other than that, it was all mostly the same.",3,3_experiment_differed_video_information reflected,"['experiment', 'differed', 'video', 'information reflected', 'realizing', 'experiment point', 'round', 'credit', 'start finish', 'extra credit']","['understand experiment', 'experiment information', 'purpose experiment', 'information experiment', 'experiment watching', 'experiment differed', 'goal experiment', 'experiment testing', 'memory experiment', 'experiment point']","['experiment', 'video', 'information reflected', 'experiment point', 'start finish', 'gained', 'experiment differed', 'parts experiment', 'went experiment', 'goal experiment']","['experiment', 'video', 'round', 'finish', 'credit', 'forms', 'extra credit', 'goal', 'beginning', 'information']","['The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading the abstract I had a better understanding of the reason for the experiment. But now after watching the video I feel like I have a good understanding of the experiment because I know the equations used, how the graphs were distributed to each participant, and the comparison.', ""To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.\xa0\n\nThe only thing that differed from start to finish was the purpose ofthe experiment from my point of view. It changed to figuring out that there are problems with 3D models of graphs that I didn't realize.\xa0\n\nI also don't really think about differentiating information during an experiment. I take in information as it builds on me as I read about an experiment."", 'I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.']",experiment - differed - video - information reflected - realizing - experiment point - round - credit - start finish - extra credit,1.0,False
The abstract gave me a good sense of why the study was conducted. The participation and post study reflection left me a little confused as to what the purpose of said experiment was for. The presentation did the best job of explaining the study in my opinion.,6,6_informative_presentation informative_explaining_abstract,"['informative', 'presentation informative', 'explaining', 'abstract', 'abstract abstract', 'simpler', 'results abstract', 'really helped', 'little confused', 'participation post']","['study abstract', 'participated abstract', 'study presentation', 'results abstract', 'presentation aforementioned', 'presentation informative', 'abstract', 'presentation potential', 'presentation supplemented', 'participants differed']","['informative', 'presentation informative', 'simpler', 'results abstract', 'participation post', 'information study', 'brief', 'study abstract', 'presentation', 'abstract provided']","['informative', 'abstract', 'simpler', 'brief', 'presentation', 'sources', 'general', 'simple', 'information', 'results']","['During the participation and post-study reflection, I admittedly did not gain much insight but was theorizing what significance the study was intended to find. I found the extended abstract to be the most informative and helpful in explaining the ""why"" of the experiment and subject background in general. The presentation detailed more of the ""how"" aspect for this specific experiment with the step by step process.', 'I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, during the post-study reflection, it differed since there was new information to go off from the experiment we participated in. The abstract itself was in the perspective of researchers and the presentation was still informative and more packed with visuals than the abstract.', ""During my participation in the study I did find myself a little confused as to what the point of the study was. It wasn't until the extended abstract where I understood the scientific reasoning behind the tasks we were doing. On the other hand when listening to the presentation i was able to get a better clarification on how this can be seen in real world settings while also showing me the educational value that the trends are able to say.""]",informative - presentation informative - explaining - abstract - abstract abstract - simpler - results abstract - really helped - little confused - participation post,1.0,False
we didn't know all the formulas and it seems like we had a smaller population.,9,9_pictures_values_study differed_differed,"['pictures', 'values', 'study differed', 'differed', 'recorded', 'recorded values', 'values value', 'researchers work', 'values verse', 'value plot']","['study differed', 'biggest difference', 'compared close', 'mentioned researchers', 'compared shorter', 'difference predicted', 'presentation differed', 'reading results', 'details study', 'researchers work']","['study differed', 'differed', 'recorded values', 'ratio mentioned', 'verse actual', 'differed mcgills', 'lot details', 'difference predicted', 'plot', 'pictures sense']","['pictures', 'values', 'biggest', 'biggest difference', 'plot', 'informational', 'value', 'ratio', 'actual', 'way']","['They differed because it went more into depth on how people see things and it compared on how close they were to getting the right guess. It showed how the human eye underestimates the longer bares compared the the shorter bars when estimating the proportions.', 'This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a lot more details on how this study differed from Mcgills study.', 'This mentioned the other researchers work way more along with more pictures. This was way more informational for me because the person was able to go more into detail with pictures that made more sense. There was also a lot more details on how this study differed from Mcgills study.']",pictures - values - study differed - differed - recorded - recorded values - values value - researchers work - values verse - value plot,1.0,False
Each one was asking for information on different parts of the experiment. I liked this one the best cause there was a informational video with more context than the rest.,3,3_experiment_differed_video_information reflected,"['experiment', 'differed', 'video', 'information reflected', 'realizing', 'experiment point', 'round', 'credit', 'start finish', 'extra credit']","['understand experiment', 'experiment information', 'purpose experiment', 'information experiment', 'experiment watching', 'experiment differed', 'goal experiment', 'experiment testing', 'memory experiment', 'experiment point']","['experiment', 'video', 'information reflected', 'experiment point', 'start finish', 'gained', 'experiment differed', 'parts experiment', 'went experiment', 'goal experiment']","['experiment', 'video', 'round', 'finish', 'credit', 'forms', 'extra credit', 'goal', 'beginning', 'information']","['The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading the abstract I had a better understanding of the reason for the experiment. But now after watching the video I feel like I have a good understanding of the experiment because I know the equations used, how the graphs were distributed to each participant, and the comparison.', ""To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.\xa0\n\nThe only thing that differed from start to finish was the purpose ofthe experiment from my point of view. It changed to figuring out that there are problems with 3D models of graphs that I didn't realize.\xa0\n\nI also don't really think about differentiating information during an experiment. I take in information as it builds on me as I read about an experiment."", 'I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.']",experiment - differed - video - information reflected - realizing - experiment point - round - credit - start finish - extra credit,1.0,False
"I got to know background of the 3D charts which helped me a lot to understand what exactly it is. Additionally, it also gives me more precise and detailed explanation about the experiment.",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,0.2824788512569986,False
"While trying to replicate the Cleveland and Mcgill experiment, not everything was written down in the report leaving us to have to use a scaled data distribution. This can lead to some difference. Also, in the abstract they only used printed 3D and digital 3D, compared to the presentation using more than 2 different types of graphs.",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,0.8654852685034874,False
"I enjoyed participating in the experiment but didn't really understand what was being studied from this. Once I was given the two page extended abstract my knowledge grew in what was being studied, the methods used and what the experimenter was looking for.  Finally, I was given the results and this gave a all round understanding of why I did it with some good background information at the beginning of the presentation.",3,3_experiment_differed_video_information reflected,"['experiment', 'differed', 'video', 'information reflected', 'realizing', 'experiment point', 'round', 'credit', 'start finish', 'extra credit']","['understand experiment', 'experiment information', 'purpose experiment', 'information experiment', 'experiment watching', 'experiment differed', 'goal experiment', 'experiment testing', 'memory experiment', 'experiment point']","['experiment', 'video', 'information reflected', 'experiment point', 'start finish', 'gained', 'experiment differed', 'parts experiment', 'went experiment', 'goal experiment']","['experiment', 'video', 'round', 'finish', 'credit', 'forms', 'extra credit', 'goal', 'beginning', 'information']","['The information I gained from this is a lot more in depth than participating in the experiment and reading about it after. While taking the experiment I had no idea what the point/ research question was. After reading the abstract I had a better understanding of the reason for the experiment. But now after watching the video I feel like I have a good understanding of the experiment because I know the equations used, how the graphs were distributed to each participant, and the comparison.', ""To me it really wasn't much of a surprise because I went into the experiment realizing that there would be a lot of information given later that would make the data make more sense.\xa0\n\nThe only thing that differed from start to finish was the purpose ofthe experiment from my point of view. It changed to figuring out that there are problems with 3D models of graphs that I didn't realize.\xa0\n\nI also don't really think about differentiating information during an experiment. I take in information as it builds on me as I read about an experiment."", 'I found that a lot of the elements were similar, but it was easier to listen to the speaker. The additionally photos and walking through the website refreshed my memory of the experiment better than the abstract did. I also think that the video talked more in depth about the idea of using the experiment as part of our course. I think it would be more interesting to read a study or watch a presentation on the findings of the student reflections.']",experiment - differed - video - information reflected - realizing - experiment point - round - credit - start finish - extra credit,1.0,False
"The information gained from this experiment was learning more about what we actually participated in. It showed me that there was a direct reason we were looking at the charts. It makes more sense now, learning after this video",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,0.5276830455696052,False
"I thought 3d graphs were a good component, but come to find out, 2d graphs are easier to read, which I expected. I didn't know how much viewing graphs could vary 3d vs 2d. I think both have their place, but I could understand why 2d is better. These assignments differed in questions, and as I went down the list, I gained more information about the experiment.",0,0_3d_2d_graphs_graph,"['3d', '2d', 'graphs', 'graph', '3d graphs', 'charts', 'printed', 'perception', 'accurate', 'bar']","['3d charts', '3d graphs', 'bar charts', '3d graph', '2d graphs', 'graphs different', 'graphs', 'bar chart', 'graph 3d', 'graph']","['3d', '3d graphs', 'perception', '2d graphs', '3d printed', '2d 3d', 'data', 'graphics', 'models', 'accuracy']","['3d', '2d', 'graphs', 'graph', 'charts', 'perception', 'accurate', 'bar', 'data', 'thought']","[""Participation in the project involves actively collaborating with team members, sharing insights, and contributing to the project's development. Post-study reflection entails reviewing personal learning experiences and identifying areas for growth or improvement. An extended abstract provides a succinct summary of the project's objectives, methods, and findings for a broader audience. The presentation distills the project into a visually engaging format, highlighting key points and outcomes. Regarding 2D vs. 3D graphs, 2D graphs represent data along two axes, suitable for visualizing relationships between two variables. In contrast, 3D graphs add an extra dimension, often depth or color, enabling the visualization of relationships between three variables, providing a more comprehensive view but potentially being more challenging to interpret."", 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).', 'The information I gained from the various different components of the project, participation vs abstract for example differed since the participation was simply inputting\xa0 my perception of the 3D bar chart vs 2D bar chart data whereas reading more the abstract I learnt in more detail the goals behind conducting the study such as able to extend our study into the curriculum of an introductory statistics course in order to have the results of the study extend into further 3D printed graphics research in order to more accruately convey data (and to help assist in data graphic for the visually impaired as well).']",3d - 2d - graphs - graph - 3d graphs - charts - printed - perception - accurate - bar,1.0,False
